id,nome,ruolo,ruolo_mantra,squadra,qi,qa,fvm,qi_mantra,qa_mantra,fvm_mantra,presenze_pct,probabile,probabile_pct,probabile_status,url,season
7141,Rus,D,DD/DC,PIS,2,2,3,2,2,4,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/rus/7141/2025-26,2025-26
5788,Sabiri,C,T,FIO,2,2,4,2,2,4,3,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/sabiri/5788/2025-26,2025-26
7011,Slotsager,D,DC,VER,2,2,7,2,2,7,16,,,,https://www.fantacalcio.it/serie-a/squadre/verona/slotsager/7011/2025-26,2025-26
7336,Tchoca,D,DC,TOR,2,2,5,2,2,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/torino/tchoca/7336/2025-26,2025-26
6980,Venturino,C,W,ROM,3,2,12,3,2,12,18,,,,https://www.fantacalcio.it/serie-a/squadre/roma/venturino/6980/2025-26,2025-26
5718,Viti,D,DC,FIO,4,2,7,4,2,7,16,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/viti/5718/2025-26,2025-26
7260,Ziolkowski,D,DC,ROM,3,2,9,3,2,9,24,False,10,panchina,https://www.fantacalcio.it/serie-a/squadre/roma/ziolkowski/7260/2025-26,2025-26
6885,Abdulhamid,D,DD/E,ROM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/roma/abdulhamid/6885/2025-26,2025-26
7183,Aboukhlal,A,A,TOR,9,1,8,9,1,8,29,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/torino/aboukhlal/7183/2025-26,2025-26
6677,Adzic,C,C/T,JUV,1,1,1,1,1,1,11,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/juventus/adzic/6677/2025-26,2025-26
388,Albiol,D,DC,PIS,5,1,8,5,1,8,21,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/albiol/388/2025-26,2025-26
2553,Alli,C,T,COM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/alli/2553/2025-26,2025-26
7151,Arena,C,W/T,PIS,1,1,5,1,1,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/arena/7151/2025-26,2025-26
7277,Arena A.,A,PC,ROM,1,1,1,1,1,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/roma/arena-a/7277/2025-26,2025-26
7027,Azon,A,PC,COM,1,1,5,1,1,3,0,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/como/azon/7027/2025-26,2025-26
7262,Balentien,A,A,MIL,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/milan/balentien/7262/2025-26,2025-26
5516,Bianco,C,M/C,FIO,1,1,2,1,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/bianco/5516/2025-26,2025-26
7152,Bonfanti N.,A,PC,PIS,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/bonfanti-n/7152/2025-26,2025-26
7325,Bozhinov,D,DC,PIS,2,1,8,2,1,8,21,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/bozhinov/7325/2025-26,2025-26
6656,Braunoder,C,M/C,COM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/braunoder/6656/2025-26,2025-26
7171,Buffon L.,A,A,PIS,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/buffon-l/7171/2025-26,2025-26
7042,Calligaris,P,POR,INT,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/inter/calligaris/7042/2025-26,2025-26
6985,Candè,D,DS/DC,SAS,6,1,5,6,1,7,21,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/candè/6985/2025-26,2025-26
5498,Casale,D,DC,BOL,4,1,9,4,1,9,26,False,30,panchina,https://www.fantacalcio.it/serie-a/squadre/bologna/casale/5498/2025-26,2025-26
7261,Cavlina,P,POR,COM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/cavlina/7261/2025-26,2025-26
1891,Ceccherini,D,DD/DC,CRE,4,1,7,4,1,9,21,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/ceccherini/1891/2025-26,2025-26
4929,Ciocci,P,POR,CAG,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/ciocci/4929/2025-26,2025-26
6618,Cissè A.,C,W/T,VER,1,1,1,1,1,1,0,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/verona/cissè-a/6618/2025-26,2025-26
2845,Contini,P,POR,NAP,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/napoli/contini/2845/2025-26,2025-26
7140,Coppola F.,D,DC,PIS,1,1,4,1,1,4,13,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/coppola-f/7140/2025-26,2025-26
7276,Cremaschi,C,C,PAR,5,1,8,5,1,8,3,False,30,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/cremaschi/7276/2025-26,2025-26
7025,Cuenca H.,C,W/T,GEN,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/cuenca-h/7025/2025-26,2025-26
6826,Dembelè A.,D,DD/E,TOR,1,1,2,1,1,2,3,,,,https://www.fantacalcio.it/serie-a/squadre/torino/dembelè-a/6826/2025-26,2025-26
7196,Denoon,D,DC,PIS,2,1,4,2,1,4,5,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/denoon/7196/2025-26,2025-26
1926,Di Gennaro,P,POR,INT,1,1,1,1,1,1,3,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/inter/di-gennaro/1926/2025-26,2025-26
216,Donnarumma An.,P,POR,TOR,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/torino/donnarumma-an/216/2025-26,2025-26
7142,Esteves T.,D,DD/E,PIS,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/esteves-t/7142/2025-26,2025-26
6870,Faye,D,DC,CRE,4,1,5,4,1,5,18,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/faye/6870/2025-26,2025-26
7285,Ferrante,P,POR,NAP,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/napoli/ferrante/7285/2025-26,2025-26
7319,Fofana Sa.,C,M/C,LEC,1,1,6,1,1,6,5,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/lecce/fofana-sa/7319/2025-26,2025-26
7213,Frigan,A,PC,PAR,7,1,5,6,1,5,0,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/frigan/7213/2025-26,2025-26
2401,Fruchtl,P,POR,LEC,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/fruchtl/2401/2025-26,2025-26
6657,Gabrielloni,A,PC,COM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/gabrielloni/6657/2025-26,2025-26
7383,Giacomone,P,POR,LAZ,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/giacomone/7383/2025-26,2025-26
5899,Gigot,D,DC,LAZ,4,1,3,4,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/gigot/5899/2025-26,2025-26
5324,Godfrey,D,B/DD/DS,ATA,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/atalanta/godfrey/5324/2025-26,2025-26
418,Goldaniga,D,DC,COM,4,1,6,4,1,6,0,False,20,panchina,https://www.fantacalcio.it/serie-a/squadre/como/goldaniga/418/2025-26,2025-26
610,Gollini,P,POR,ROM,1,1,1,1,1,1,0,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/roma/gollini/610/2025-26,2025-26
140,Hysaj,D,DD/DS/E,LAZ,3,1,4,3,1,4,5,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/hysaj/140/2025-26,2025-26
5007,Ilic,C,C,TOR,7,1,8,7,1,8,21,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/torino/ilic/5007/2025-26,2025-26
6551,Ilic M.,D,DC,BOL,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/ilic-m/6551/2025-26,2025-26
7309,Isaac,A,PC,VER,1,1,1,1,1,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/verona/isaac/7309/2025-26,2025-26
7179,Israel,P,POR,TOR,9,1,1,9,1,1,24,,,,https://www.fantacalcio.it/serie-a/squadre/torino/israel/7179/2025-26,2025-26
2117,Kastanos,C,C/T,VER,4,1,8,4,1,8,3,,,,https://www.fantacalcio.it/serie-a/squadre/verona/kastanos/2117/2025-26,2025-26
7238,Kouadio,D,DC,FIO,1,1,1,1,1,1,3,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/fiorentina/kouadio/7238/2025-26,2025-26
2762,Kouamè,A,A,FIO,1,1,1,1,1,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/kouamè/2762/2025-26,2025-26
7136,Kouassi,D,DD/DC,LEC,4,1,4,5,1,4,11,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/kouassi/7136/2025-26,2025-26
7357,Lahdo,C,C/T,COM,2,1,5,2,1,5,0,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/como/lahdo/7357/2025-26,2025-26
6351,Lamptey,D,DD/DS/E,FIO,4,1,5,5,1,5,3,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/lamptey/6351/2025-26,2025-26
158,Lezzerini,P,POR,FIO,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/fiorentina/lezzerini/158/2025-26,2025-26
6678,Liberali,C,W/T,MIL,1,1,1,1,1,1,0,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/milan/liberali/6678/2025-26,2025-26
7165,Liteta,C,M/C,CAG,1,1,6,1,1,8,11,False,20,panchina,https://www.fantacalcio.it/serie-a/squadre/cagliari/liteta/7165/2025-26,2025-26
6482,Mandas,P,POR,LAZ,3,1,1,3,1,1,0,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/lazio/mandas/6482/2025-26,2025-26
6645,Marchwinski,C,T,LEC,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/marchwinski/6645/2025-26,2025-26
6184,Martinelli T.,P,POR,FIO,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/martinelli-t/6184/2025-26,2025-26
7170,Mbambi,D,DC,PIS,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/mbambi/7170/2025-26,2025-26
2012,Milik,A,PC,JUV,1,1,5,1,1,5,5,False,25,panchina,https://www.fantacalcio.it/serie-a/squadre/juventus/milik/2012/2025-26,2025-26
7158,Moro L.,A,PC,SAS,1,1,1,1,1,1,16,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/moro-l/7158/2025-26,2025-26
7388,Mosconi,A,A,INT,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/inter/mosconi/7388/2025-26,2025-26
7134,Nasti,A,PC,CRE,1,1,3,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/nasti/7134/2025-26,2025-26
6505,Nava,P,POR,CRE,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/nava/6505/2025-26,2025-26
7182,Ndaba,D,DS/E,LEC,1,1,7,1,1,7,24,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/lecce/ndaba/7182/2025-26,2025-26
2271,Nicolas,P,POR,PIS,1,1,1,1,1,1,16,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/nicolas/2271/2025-26,2025-26
7185,Nunziante,P,POR,UDI,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/nunziante/7185/2025-26,2025-26
7154,Odenthal,D,DC,SAS,3,1,7,3,1,7,0,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/sassuolo/odenthal/7154/2025-26,2025-26
7271,Odogu,D,DC,MIL,2,1,5,2,1,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/milan/odogu/7271/2025-26,2025-26
6538,Onana J.,C,M/C,GEN,2,1,4,2,1,4,5,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/onana-j/6538/2025-26,2025-26
543,Padelli,P,POR,UDI,1,1,1,1,1,1,5,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/udinese/padelli/543/2025-26,2025-26
5824,Pafundi,C,T/A,UDI,1,1,6,1,1,6,0,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/pafundi/5824/2025-26,2025-26
6874,Palacios T.,D,DC,INT,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/inter/palacios-t/6874/2025-26,2025-26
7382,Pannozzo,P,POR,LAZ,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/pannozzo/7382/2025-26,2025-26
6431,Paz Y.,D,DD/E,SAS,1,1,3,1,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/paz-y/6431/2025-26,2025-26
7164,Perez M.,D,DD/DC,LEC,1,1,2,1,1,2,3,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/perez-m/7164/2025-26,2025-26
511,Perilli,P,POR,VER,1,1,1,1,1,1,8,,,,https://www.fantacalcio.it/serie-a/squadre/verona/perilli/511/2025-26,2025-26
7156,Pieragnolo,D,DS/E,SAS,2,1,3,2,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/pieragnolo/7156/2025-26,2025-26
6633,Pierret,C,M/C,LEC,6,1,9,7,1,11,3,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/pierret/6633/2025-26,2025-26
1930,Pinsoglio,P,POR,JUV,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/juventus/pinsoglio/1930/2025-26,2025-26
6635,Pizarro,A,PC,UDI,1,1,3,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/pizarro/6635/2025-26,2025-26
6210,Popa,P,POR,TOR,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/torino/popa/6210/2025-26,2025-26
7345,Przyborek,C,W/T,LAZ,2,1,6,2,1,6,0,False,20,panchina,https://www.fantacalcio.it/serie-a/squadre/lazio/przyborek/7345/2025-26,2025-26
5891,Quagliata,D,DS/E,CRE,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/quagliata/5891/2025-26,2025-26
3,Radunovic,P,POR,CAG,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/cagliari/radunovic/3/2025-26,2025-26
6222,Rafia,C,C/T,LEC,3,1,7,3,1,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/rafia/6222/2025-26,2025-26
7346,Raterink,D,DD/E,CAG,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/raterink/7346/2025-26,2025-26
5338,Rinaldi,P,POR,PAR,1,1,1,1,1,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/parma/rinaldi/5338/2025-26,2025-26
2076,Rog,C,M/C,CAG,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/rog/2076/2025-26,2025-26
2279,Romagna,D,DC,SAS,4,1,8,4,1,8,13,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/romagna/2279/2025-26,2025-26
2297,Rossi F.,P,POR,ATA,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/atalanta/rossi-f/2297/2025-26,2025-26
6803,Rouhi,D,DS/E,JUV,1,1,4,1,1,4,0,,,,https://www.fantacalcio.it/serie-a/squadre/juventus/rouhi/6803/2025-26,2025-26
6900,Rui Modesto,D,E,UDI,3,1,7,2,1,7,5,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/rui-modesto/6900/2025-26,2025-26
4518,Russo A.,P,POR,SAS,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/russo-a/4518/2025-26,2025-26
7246,Sala A.,C,C,LEC,3,1,9,3,1,9,11,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/sala-a/7246/2025-26,2025-26
6523,Samooja,P,POR,LEC,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/samooja/6523/2025-26,2025-26
7177,Santiago,C,C,VER,2,1,2,2,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/verona/santiago/7177/2025-26,2025-26
2127,Satalino,P,POR,SAS,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/sassuolo/satalino/2127/2025-26,2025-26
6842,Sava,P,POR,UDI,4,1,1,4,1,1,18,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/sava/6842/2025-26,2025-26
6041,Schuurs,D,DC,TOR,3,1,5,3,1,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/torino/schuurs/6041/2025-26,2025-26
574,Scuffet,P,POR,PIS,3,1,1,3,1,1,18,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/scuffet/574/2025-26,2025-26
2847,Sernicola,D,DD/DS/E,CRE,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/sernicola/2847/2025-26,2025-26
6650,Sherri,P,POR,CAG,1,1,1,1,1,1,0,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/cagliari/sherri/6650/2025-26,2025-26
6991,Siegrist,P,POR,GEN,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/siegrist/6991/2025-26,2025-26
2211,Silvestri,P,POR,CRE,1,1,1,1,1,1,11,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/silvestri/2211/2025-26,2025-26
7363,Siviero,P,POR,TOR,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/torino/siviero/7363/2025-26,2025-26
7159,Skjellerup,A,PC,SAS,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/skjellerup/7159/2025-26,2025-26
219,Sommariva,P,POR,GEN,1,1,1,1,1,1,5,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/genoa/sommariva/219/2025-26,2025-26
4,Sportiello,P,POR,ATA,1,1,1,1,1,1,3,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/atalanta/sportiello/4/2025-26,2025-26
7135,Stanciu,C,C/T,GEN,8,1,5,8,1,5,11,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/stanciu/7135/2025-26,2025-26
5561,Stengs,C,W/T,PIS,11,1,8,11,1,8,3,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/stengs/5561/2025-26,2025-26
4890,Tameze,C,M/C,TOR,5,1,9,5,1,12,45,,,,https://www.fantacalcio.it/serie-a/squadre/torino/tameze/4890/2025-26,2025-26
2815,Terracciano,P,POR,MIL,1,1,1,1,1,1,5,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/milan/terracciano/2815/2025-26,2025-26
7236,Toniolo,P,POR,VER,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/verona/toniolo/7236/2025-26,2025-26
7301,Tornqvist,P,POR,COM,1,1,1,1,1,1,0,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/como/tornqvist/7301/2025-26,2025-26
6813,Torriani,P,POR,MIL,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/milan/torriani/6813/2025-26,2025-26
7317,Trepy,A,PC,CAG,1,1,1,1,1,1,8,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/trepy/7317/2025-26,2025-26
2274,Valoti,C,C/T,CRE,7,1,3,7,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/valoti/2274/2025-26,2025-26
6125,Vasquez D.,P,POR,ROM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/roma/vasquez-d/6125/2025-26,2025-26
7368,Vermesan,A,PC,VER,1,1,1,1,1,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/verona/vermesan/7368/2025-26,2025-26
6636,Veroli,D,DS/DC,CAG,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/veroli/6636/2025-26,2025-26
2809,Vigorito,P,POR,COM,1,1,1,1,1,1,0,False,1,panchina,https://www.fantacalcio.it/serie-a/squadre/como/vigorito/2809/2025-26,2025-26
5610,Vranckx,C,M/C,SAS,4,1,9,5,1,10,37,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/vranckx/5610/2025-26,2025-26
6464,Wieteska,D,DC,CAG,1,1,2,1,1,2,0,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/wieteska/6464/2025-26,2025-26
7169,Zelezny,P,POR,ROM,1,1,1,1,1,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/roma/zelezny/7169/2025-26,2025-26
6537,Goglichidze,D,DD/DC,UDI,4,0,0,4,0,0,16,False,30,panchina,https://www.fantacalcio.it/serie-a/squadre/udinese/goglichidze/6537/2025-26,2025-26
4179,Gonzalez N.,A,W/A,JUV,12,0,0,12,0,0,0,False,35,panchina,https://www.fantacalcio.it/serie-a/squadre/juventus/gonzalez-n/4179/2025-26,2025-26
